ten,category,hang,gia,thong_so,link_hinh_anh,ten_ram,loai_ram,dung_luong,gia_vnd,ten_cpu,ten_mainboard,ten_vga,ten_ssd,ten_hdd,ten_case,ten_psu
"Card màn hình NVIDIA GeForce RTX 3050 Colorful V4-4 | 6GB GDDR6, 2304 CUDA, 450W",VGA,NVIDIA,5190000,"Card màn hình NVIDIA GeForce RTX 3050 Colorful V4-4 | 6GB GDDR6, 2304 CUDA, 450W",https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,,,,5190000,,,"Card màn hình NVIDIA GeForce RTX 3050 Colorful V4-4 | 6GB GDDR6, 2304 CUDA, 450W",,,,
"Card màn hình NVIDIA GeForce RTX 3050 Gigabyte WindForce OC | 6GB GDDR6, 2304 CUDA, 300W",VGA,NVIDIA,5190000,"Card màn hình NVIDIA GeForce RTX 3050 Gigabyte WindForce OC | 6GB GDDR6, 2304 CUDA, 300W",https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,,,,5190000,,,"Card màn hình NVIDIA GeForce RTX 3050 Gigabyte WindForce OC | 6GB GDDR6, 2304 CUDA, 300W",,,,
"Card màn hình NVIDIA GeForce RTX 3050 Gigabyte WindForce OC | 8GB GDDR6, 2560 CUDA, 450W",VGA,NVIDIA,5850000,"Card màn hình NVIDIA GeForce RTX 3050 Gigabyte WindForce OC | 8GB GDDR6, 2560 CUDA, 450W",https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,,,,5850000,,,"Card màn hình NVIDIA GeForce RTX 3050 Gigabyte WindForce OC | 8GB GDDR6, 2560 CUDA, 450W",,,,
"Card màn hình NVIDIA GeForce RTX 3050 Inno3D Twin X2 | 6GB GDDR6, 2304 CUDA, 450W",VGA,NVIDIA,5090000,"Card màn hình NVIDIA GeForce RTX 3050 Inno3D Twin X2 | 6GB GDDR6, 2304 CUDA, 450W",https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,,,,5090000,,,"Card màn hình NVIDIA GeForce RTX 3050 Inno3D Twin X2 | 6GB GDDR6, 2304 CUDA, 450W",,,,
"Card màn hình NVIDIA GeForce RTX 3050 MSI Ventus 2X E OC | 6GB GDDR6, 2560 CUDA, 300W",VGA,NVIDIA,5290000,"Card màn hình NVIDIA GeForce RTX 3050 MSI Ventus 2X E OC | 6GB GDDR6, 2560 CUDA, 300W",https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,,,,5290000,,,"Card màn hình NVIDIA GeForce RTX 3050 MSI Ventus 2X E OC | 6GB GDDR6, 2560 CUDA, 300W",,,,
"Card màn hình NVIDIA GeForce RTX 3050 MSI Ventus 2X XS OC | 8GB GDDR6, 2560 CUDA, 500W",VGA,NVIDIA,5890000,"Card màn hình NVIDIA GeForce RTX 3050 MSI Ventus 2X XS OC | 8GB GDDR6, 2560 CUDA, 500W",https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,,,,5890000,,,"Card màn hình NVIDIA GeForce RTX 3050 MSI Ventus 2X XS OC | 8GB GDDR6, 2560 CUDA, 500W",,,,
"Card màn hình NVIDIA GeForce RTX 3050 ZOTAC Twin Edge OC | 6GB GDDR6, 2560 CUDA, 450W",VGA,NVIDIA,5190000,"Card màn hình NVIDIA GeForce RTX 3050 ZOTAC Twin Edge OC | 6GB GDDR6, 2560 CUDA, 450W",https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,,,,5190000,,,"Card màn hình NVIDIA GeForce RTX 3050 ZOTAC Twin Edge OC | 6GB GDDR6, 2560 CUDA, 450W",,,,
"Card màn hình NVIDIA GeForce RTX 3070 T-Wolf White | 8GB GDDR6, 5888 CUDA, 650W",VGA,NVIDIA,8550000,"Card màn hình NVIDIA GeForce RTX 3070 T-Wolf White | 8GB GDDR6, 5888 CUDA, 650W",https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,,,,8550000,,,"Card màn hình NVIDIA GeForce RTX 3070 T-Wolf White | 8GB GDDR6, 5888 CUDA, 650W",,,,
"Card màn hình NVIDIA GeForce RTX 4060 ASUS Dual | 8GB GDDR6, 3072 CUDA, 550W",VGA,NVIDIA,8990000,"Card màn hình NVIDIA GeForce RTX 4060 ASUS Dual | 8GB GDDR6, 3072 CUDA, 550W",https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,,,,8990000,,,"Card màn hình NVIDIA GeForce RTX 4060 ASUS Dual | 8GB GDDR6, 3072 CUDA, 550W",,,,
"Card màn hình NVIDIA GeForce RTX 4060 Colorful DUO | 8GB GDDR6, 3072 CUDA, 550W",VGA,NVIDIA,8190000,"Card màn hình NVIDIA GeForce RTX 4060 Colorful DUO | 8GB GDDR6, 3072 CUDA, 550W",https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,,,,8190000,,,"Card màn hình NVIDIA GeForce RTX 4060 Colorful DUO | 8GB GDDR6, 3072 CUDA, 550W",,,,
"Card màn hình NVIDIA GeForce RTX 4060 MSI Ventus 2X Black OC | 8GB GDDR6, 3072 CUDA, 550W",VGA,NVIDIA,8490000,"Card màn hình NVIDIA GeForce RTX 4060 MSI Ventus 2X Black OC | 8GB GDDR6, 3072 CUDA, 550W",https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,,,,8490000,,,"Card màn hình NVIDIA GeForce RTX 4060 MSI Ventus 2X Black OC | 8GB GDDR6, 3072 CUDA, 550W",,,,
"Card màn hình NVIDIA GeForce RTX 4070 Colorful Neptune OC | 12GB GDDR6, 5888 CUDA, 750W",VGA,NVIDIA,18390000,"Card màn hình NVIDIA GeForce RTX 4070 Colorful Neptune OC | 12GB GDDR6, 5888 CUDA, 750W",https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,,,,18390000,,,"Card màn hình NVIDIA GeForce RTX 4070 Colorful Neptune OC | 12GB GDDR6, 5888 CUDA, 750W",,,,
"Card màn hình NVIDIA GeForce RTX 5050 ASUS Dual OC | 8GB GDDR6, 2560 CUDA, 550W",VGA,NVIDIA,6990000,"Card màn hình NVIDIA GeForce RTX 5050 ASUS Dual OC | 8GB GDDR6, 2560 CUDA, 550W",https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,,,,6990000,,,"Card màn hình NVIDIA GeForce RTX 5050 ASUS Dual OC | 8GB GDDR6, 2560 CUDA, 550W",,,,
"Card màn hình NVIDIA GeForce RTX 5050 Colorful Battle AX DUO | 8GB GDDR6, 2560 CUDA, 500W",VGA,NVIDIA,7590000,"Card màn hình NVIDIA GeForce RTX 5050 Colorful Battle AX DUO | 8GB GDDR6, 2560 CUDA, 500W",https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,,,,7590000,,,"Card màn hình NVIDIA GeForce RTX 5050 Colorful Battle AX DUO | 8GB GDDR6, 2560 CUDA, 500W",,,,
"Card màn hình NVIDIA GeForce RTX 5050 INNO3D Twin X2 | 8GB GDDR6, 2560 CUDA, 550W",VGA,NVIDIA,6990000,"Card màn hình NVIDIA GeForce RTX 5050 INNO3D Twin X2 | 8GB GDDR6, 2560 CUDA, 550W",https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,,,,6990000,,,"Card màn hình NVIDIA GeForce RTX 5050 INNO3D Twin X2 | 8GB GDDR6, 2560 CUDA, 550W",,,,
"Card màn hình NVIDIA GeForce RTX 5060 ASUS Dual OC | 8GB GDDR7, 3840 CUDA, 550W",VGA,NVIDIA,9450000,"Card màn hình NVIDIA GeForce RTX 5060 ASUS Dual OC | 8GB GDDR7, 3840 CUDA, 550W",https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,,,,9450000,,,"Card màn hình NVIDIA GeForce RTX 5060 ASUS Dual OC | 8GB GDDR7, 3840 CUDA, 550W",,,,
"Card màn hình NVIDIA GeForce RTX 5060 Colorful Battle AX DUO | 8GB GDDR7, 3840 CUDA, 550W",VGA,NVIDIA,9090000,"Card màn hình NVIDIA GeForce RTX 5060 Colorful Battle AX DUO | 8GB GDDR7, 3840 CUDA, 550W",https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,,,,9090000,,,"Card màn hình NVIDIA GeForce RTX 5060 Colorful Battle AX DUO | 8GB GDDR7, 3840 CUDA, 550W",,,,
"Card màn hình NVIDIA GeForce RTX 5060 Colorful Gaming DUO | 8GB GDDR7, 3840 CUDA, 550W",VGA,NVIDIA,8990000,"Card màn hình NVIDIA GeForce RTX 5060 Colorful Gaming DUO | 8GB GDDR7, 3840 CUDA, 550W",https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,,,,8990000,,,"Card màn hình NVIDIA GeForce RTX 5060 Colorful Gaming DUO | 8GB GDDR7, 3840 CUDA, 550W",,,,
"Card màn hình NVIDIA GeForce RTX 5060 Colorful iGame Ultra W DUO OC | 8GB GDDR7, 3840 CUDA, 550W",VGA,NVIDIA,9790000,"Card màn hình NVIDIA GeForce RTX 5060 Colorful iGame Ultra W DUO OC | 8GB GDDR7, 3840 CUDA, 550W",https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,,,,9790000,,,"Card màn hình NVIDIA GeForce RTX 5060 Colorful iGame Ultra W DUO OC | 8GB GDDR7, 3840 CUDA, 550W",,,,
"Card màn hình NVIDIA GeForce RTX 5060 Colorful NB DUO | 8GB GDDR7, 3840 CUDA, 550W",VGA,NVIDIA,8990000,"Card màn hình NVIDIA GeForce RTX 5060 Colorful NB DUO | 8GB GDDR7, 3840 CUDA, 550W",https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,,,,8990000,,,"Card màn hình NVIDIA GeForce RTX 5060 Colorful NB DUO | 8GB GDDR7, 3840 CUDA, 550W",,,,
"Card màn hình NVIDIA GeForce RTX 5060 Gigabyte WINDFORCE OC | 8GB GDDR7, 3840 CUDA, 450W",VGA,NVIDIA,8990000,"Card màn hình NVIDIA GeForce RTX 5060 Gigabyte WINDFORCE OC | 8GB GDDR7, 3840 CUDA, 450W",https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,,,,8990000,,,"Card màn hình NVIDIA GeForce RTX 5060 Gigabyte WINDFORCE OC | 8GB GDDR7, 3840 CUDA, 450W",,,,
"Card màn hình NVIDIA GeForce RTX 5060 Gigabyte WINDFORCE | 8GB GDDR7, 3840 CUDA, 450W",VGA,NVIDIA,8890000,"Card màn hình NVIDIA GeForce RTX 5060 Gigabyte WINDFORCE | 8GB GDDR7, 3840 CUDA, 450W",https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,,,,8890000,,,"Card màn hình NVIDIA GeForce RTX 5060 Gigabyte WINDFORCE | 8GB GDDR7, 3840 CUDA, 450W",,,,
"Card màn hình NVIDIA GeForce RTX 5060 INNO3D TWIN X2 OC | 8GB GDDR7, 3840 CUDA, 550W",VGA,NVIDIA,8790000,"Card màn hình NVIDIA GeForce RTX 5060 INNO3D TWIN X2 OC | 8GB GDDR7, 3840 CUDA, 550W",https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,,,,8790000,,,"Card màn hình NVIDIA GeForce RTX 5060 INNO3D TWIN X2 OC | 8GB GDDR7, 3840 CUDA, 550W",,,,
"Card màn hình NVIDIA GeForce RTX 5060 INNO3D TWIN X2 | 8GB GDDR7, 3840 CUDA, 550W",VGA,NVIDIA,8890000,"Card màn hình NVIDIA GeForce RTX 5060 INNO3D TWIN X2 | 8GB GDDR7, 3840 CUDA, 550W",https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,,,,8890000,,,"Card màn hình NVIDIA GeForce RTX 5060 INNO3D TWIN X2 | 8GB GDDR7, 3840 CUDA, 550W",,,,
"Card màn hình NVIDIA GeForce RTX 5060 MSI INSPIRE 2X OC | 8GB GDDR7, 3840 CUDA, 550W",VGA,NVIDIA,9990000,"Card màn hình NVIDIA GeForce RTX 5060 MSI INSPIRE 2X OC | 8GB GDDR7, 3840 CUDA, 550W",https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,,,,9990000,,,"Card màn hình NVIDIA GeForce RTX 5060 MSI INSPIRE 2X OC | 8GB GDDR7, 3840 CUDA, 550W",,,,
"Card màn hình NVIDIA GeForce RTX 5060 MSI SHADOW 2X OC | 8GB GDDR7, 3840 CUDA, 550W",VGA,NVIDIA,8990000,"Card màn hình NVIDIA GeForce RTX 5060 MSI SHADOW 2X OC | 8GB GDDR7, 3840 CUDA, 550W",https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,,,,8990000,,,"Card màn hình NVIDIA GeForce RTX 5060 MSI SHADOW 2X OC | 8GB GDDR7, 3840 CUDA, 550W",,,,
"Card màn hình NVIDIA GeForce RTX 5060 MSI VENTUS 2X OC | 8GB GDDR7, 3840 CUDA, 550W",VGA,NVIDIA,9390000,"Card màn hình NVIDIA GeForce RTX 5060 MSI VENTUS 2X OC | 8GB GDDR7, 3840 CUDA, 550W",https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,,,,9390000,,,"Card màn hình NVIDIA GeForce RTX 5060 MSI VENTUS 2X OC | 8GB GDDR7, 3840 CUDA, 550W",,,,
"Card màn hình NVIDIA GeForce RTX 5060 MSI VENTUS 2X WHITE OC | 8GB GDDR7, 3840 CUDA, 550W",VGA,NVIDIA,9390000,"Card màn hình NVIDIA GeForce RTX 5060 MSI VENTUS 2X WHITE OC | 8GB GDDR7, 3840 CUDA, 550W",https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,,,,9390000,,,"Card màn hình NVIDIA GeForce RTX 5060 MSI VENTUS 2X WHITE OC | 8GB GDDR7, 3840 CUDA, 550W",,,,
"Card màn hình NVIDIA GeForce RTX 5060 Ti ASUS Dual OC | 16GB GDDR7, 4608 CUDA, 550W",VGA,NVIDIA,17990000,"Card màn hình NVIDIA GeForce RTX 5060 Ti ASUS Dual OC | 16GB GDDR7, 4608 CUDA, 550W",https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,,,,17990000,,,"Card màn hình NVIDIA GeForce RTX 5060 Ti ASUS Dual OC | 16GB GDDR7, 4608 CUDA, 550W",,,,
"Card màn hình NVIDIA GeForce RTX 5060 Ti Colorful Battle AX Duo | 16GB GDDR7, 4608 CUDA, 600W",VGA,NVIDIA,16590000,"Card màn hình NVIDIA GeForce RTX 5060 Ti Colorful Battle AX Duo | 16GB GDDR7, 4608 CUDA, 600W",https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,,,,16590000,,,"Card màn hình NVIDIA GeForce RTX 5060 Ti Colorful Battle AX Duo | 16GB GDDR7, 4608 CUDA, 600W",,,,
"Card màn hình NVIDIA GeForce RTX 5060 Ti Colorful iGame Ultra W DUO OC | 8GB GDDR7, 4608 CUDA, 600W",VGA,NVIDIA,12790000,"Card màn hình NVIDIA GeForce RTX 5060 Ti Colorful iGame Ultra W DUO OC | 8GB GDDR7, 4608 CUDA, 600W",https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,,,,12790000,,,"Card màn hình NVIDIA GeForce RTX 5060 Ti Colorful iGame Ultra W DUO OC | 8GB GDDR7, 4608 CUDA, 600W",,,,
"Card màn hình NVIDIA GeForce RTX 5060 Ti Colorful iGame Ultra W OC | 8GB GDDR7, 4608 CUDA, 600W",VGA,NVIDIA,13890000,"Card màn hình NVIDIA GeForce RTX 5060 Ti Colorful iGame Ultra W OC | 8GB GDDR7, 4608 CUDA, 600W",https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,,,,13890000,,,"Card màn hình NVIDIA GeForce RTX 5060 Ti Colorful iGame Ultra W OC | 8GB GDDR7, 4608 CUDA, 600W",,,,
"Card màn hình NVIDIA GeForce RTX 5060 Ti Gigabyte WINDFORCE OC | 16GB GDDR7, 4608 CUDA, 650W",VGA,NVIDIA,17990000,"Card màn hình NVIDIA GeForce RTX 5060 Ti Gigabyte WINDFORCE OC | 16GB GDDR7, 4608 CUDA, 650W",https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,,,,17990000,,,"Card màn hình NVIDIA GeForce RTX 5060 Ti Gigabyte WINDFORCE OC | 16GB GDDR7, 4608 CUDA, 650W",,,,
"Card màn hình NVIDIA GeForce RTX 5060 Ti INNO3D Twin X2 OC White OC | 8GB GDDR7, 4608 CUDA, 650W",VGA,NVIDIA,12290000,"Card màn hình NVIDIA GeForce RTX 5060 Ti INNO3D Twin X2 OC White OC | 8GB GDDR7, 4608 CUDA, 650W",https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,,,,12290000,,,"Card màn hình NVIDIA GeForce RTX 5060 Ti INNO3D Twin X2 OC White OC | 8GB GDDR7, 4608 CUDA, 650W",,,,
"Card màn hình NVIDIA GeForce RTX 5060 Ti INNO3D Twin X2 OC | 8GB GDDR7, 4608 CUDA, 650W",VGA,NVIDIA,12290000,"Card màn hình NVIDIA GeForce RTX 5060 Ti INNO3D Twin X2 OC | 8GB GDDR7, 4608 CUDA, 650W",https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,,,,12290000,,,"Card màn hình NVIDIA GeForce RTX 5060 Ti INNO3D Twin X2 OC | 8GB GDDR7, 4608 CUDA, 650W",,,,
"Card màn hình NVIDIA GeForce RTX 5060 Ti INNO3D Twin X2 | 16GB GDDR7, 4608 CUDA, 650W",VGA,NVIDIA,15590000,"Card màn hình NVIDIA GeForce RTX 5060 Ti INNO3D Twin X2 | 16GB GDDR7, 4608 CUDA, 650W",https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,,,,15590000,,,"Card màn hình NVIDIA GeForce RTX 5060 Ti INNO3D Twin X2 | 16GB GDDR7, 4608 CUDA, 650W",,,,
"Card màn hình NVIDIA GeForce RTX 5060 Ti INNO3D Twin X2 | 8GB GDDR7, 4608 CUDA, 650W",VGA,NVIDIA,11490000,"Card màn hình NVIDIA GeForce RTX 5060 Ti INNO3D Twin X2 | 8GB GDDR7, 4608 CUDA, 650W",https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,,,,11490000,,,"Card màn hình NVIDIA GeForce RTX 5060 Ti INNO3D Twin X2 | 8GB GDDR7, 4608 CUDA, 650W",,,,
"Card màn hình NVIDIA GeForce RTX 5060 Ti MSI INSPIRE 2X OC | 8GB GDDR7, 4608 CUDA, 550W",VGA,NVIDIA,13390000,"Card màn hình NVIDIA GeForce RTX 5060 Ti MSI INSPIRE 2X OC | 8GB GDDR7, 4608 CUDA, 550W",https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,,,,13390000,,,"Card màn hình NVIDIA GeForce RTX 5060 Ti MSI INSPIRE 2X OC | 8GB GDDR7, 4608 CUDA, 550W",,,,
"Card màn hình NVIDIA GeForce RTX 5060 Ti MSI VENTUS 2X PLUS OC | 16GB GDDR7, 4608 CUDA, 600W",VGA,NVIDIA,16390000,"Card màn hình NVIDIA GeForce RTX 5060 Ti MSI VENTUS 2X PLUS OC | 16GB GDDR7, 4608 CUDA, 600W",https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,,,,16390000,,,"Card màn hình NVIDIA GeForce RTX 5060 Ti MSI VENTUS 2X PLUS OC | 16GB GDDR7, 4608 CUDA, 600W",,,,
"Card màn hình NVIDIA GeForce RTX 5060 Ti MSI VENTUS 2X PLUS OC | 8GB GDDR7, 4608 CUDA, 600W",VGA,NVIDIA,12790000,"Card màn hình NVIDIA GeForce RTX 5060 Ti MSI VENTUS 2X PLUS OC | 8GB GDDR7, 4608 CUDA, 600W",https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,,,,12790000,,,"Card màn hình NVIDIA GeForce RTX 5060 Ti MSI VENTUS 2X PLUS OC | 8GB GDDR7, 4608 CUDA, 600W",,,,
"Card màn hình NVIDIA GeForce RTX 5060 Ti MSI VENTUS 2X PLUS | 8GB GDDR7, 4608 CUDA, 600W",VGA,NVIDIA,10590000,"Card màn hình NVIDIA GeForce RTX 5060 Ti MSI VENTUS 2X PLUS | 8GB GDDR7, 4608 CUDA, 600W",https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,,,,10590000,,,"Card màn hình NVIDIA GeForce RTX 5060 Ti MSI VENTUS 2X PLUS | 8GB GDDR7, 4608 CUDA, 600W",,,,
"Card màn hình NVIDIA GeForce RTX 5060 Ti Palit Infinity 3 | 16GB GDDR7, 4608 CUDA, 600W",VGA,NVIDIA,16290000,"Card màn hình NVIDIA GeForce RTX 5060 Ti Palit Infinity 3 | 16GB GDDR7, 4608 CUDA, 600W",https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,,,,16290000,,,"Card màn hình NVIDIA GeForce RTX 5060 Ti Palit Infinity 3 | 16GB GDDR7, 4608 CUDA, 600W",,,,
"Card màn hình NVIDIA GeForce RTX 5060 Ti ZOTAC Twin Edge OC | 8GB GDDR7, 4608 CUDA, 600W",VGA,NVIDIA,11390000,"Card màn hình NVIDIA GeForce RTX 5060 Ti ZOTAC Twin Edge OC | 8GB GDDR7, 4608 CUDA, 600W",https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,,,,11390000,,,"Card màn hình NVIDIA GeForce RTX 5060 Ti ZOTAC Twin Edge OC | 8GB GDDR7, 4608 CUDA, 600W",,,,
"Card màn hình NVIDIA GeForce RTX 5060 Ti ZOTAC Twin Edge | 16GB GDDR7, 4608 CUDA, 600W",VGA,NVIDIA,15890000,"Card màn hình NVIDIA GeForce RTX 5060 Ti ZOTAC Twin Edge | 16GB GDDR7, 4608 CUDA, 600W",https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,,,,15890000,,,"Card màn hình NVIDIA GeForce RTX 5060 Ti ZOTAC Twin Edge | 16GB GDDR7, 4608 CUDA, 600W",,,,
"Card màn hình NVIDIA GeForce RTX 5060 Ti ZOTAC Twin Edge | 8GB GDDR7, 4608 CUDA, 600W",VGA,NVIDIA,11390000,"Card màn hình NVIDIA GeForce RTX 5060 Ti ZOTAC Twin Edge | 8GB GDDR7, 4608 CUDA, 600W",https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,,,,11390000,,,"Card màn hình NVIDIA GeForce RTX 5060 Ti ZOTAC Twin Edge | 8GB GDDR7, 4608 CUDA, 600W",,,,
"Card màn hình NVIDIA GeForce RTX 5060 ZOTAC Twin Edge OC | 8GB GDDR7, 3840 CUDA, 550W",VGA,NVIDIA,8890000,"Card màn hình NVIDIA GeForce RTX 5060 ZOTAC Twin Edge OC | 8GB GDDR7, 3840 CUDA, 550W",https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,,,,8890000,,,"Card màn hình NVIDIA GeForce RTX 5060 ZOTAC Twin Edge OC | 8GB GDDR7, 3840 CUDA, 550W",,,,
"Card màn hình NVIDIA GeForce RTX 5070 Colorful iGame Ultra W OC | 12GB GDDR7, 6144 CUDA, 650W",VGA,NVIDIA,19990000,"Card màn hình NVIDIA GeForce RTX 5070 Colorful iGame Ultra W OC | 12GB GDDR7, 6144 CUDA, 650W",https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,,,,19990000,,,"Card màn hình NVIDIA GeForce RTX 5070 Colorful iGame Ultra W OC | 12GB GDDR7, 6144 CUDA, 650W",,,,
"Card màn hình NVIDIA GeForce RTX 5070 Colorful NB EX | 12GB GDDR7, 6144 CUDA, 650W",VGA,NVIDIA,17890000,"Card màn hình NVIDIA GeForce RTX 5070 Colorful NB EX | 12GB GDDR7, 6144 CUDA, 650W",https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,,,,17890000,,,"Card màn hình NVIDIA GeForce RTX 5070 Colorful NB EX | 12GB GDDR7, 6144 CUDA, 650W",,,,
"Card màn hình NVIDIA GeForce RTX 5070 GALAX EX Gamer 1-Click White OC | 12GB GDDR7, 6144 CUDA, 650W",VGA,NVIDIA,18990000,"Card màn hình NVIDIA GeForce RTX 5070 GALAX EX Gamer 1-Click White OC | 12GB GDDR7, 6144 CUDA, 650W",https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,,,,18990000,,,"Card màn hình NVIDIA GeForce RTX 5070 GALAX EX Gamer 1-Click White OC | 12GB GDDR7, 6144 CUDA, 650W",,,,
"Card màn hình NVIDIA GeForce RTX 5070 Gigabyte AERO OC | 12GB GDDR7, 6144 CUDA, 750W",VGA,NVIDIA,19990000,"Card màn hình NVIDIA GeForce RTX 5070 Gigabyte AERO OC | 12GB GDDR7, 6144 CUDA, 750W",https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,,,,19990000,,,"Card màn hình NVIDIA GeForce RTX 5070 Gigabyte AERO OC | 12GB GDDR7, 6144 CUDA, 750W",,,,
"Card màn hình NVIDIA GeForce RTX 5070 Gigabyte GAMING OC | 12GB GDDR7, 6144 CUDA, 750W",VGA,NVIDIA,24390000,"Card màn hình NVIDIA GeForce RTX 5070 Gigabyte GAMING OC | 12GB GDDR7, 6144 CUDA, 750W",https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,,,,24390000,,,"Card màn hình NVIDIA GeForce RTX 5070 Gigabyte GAMING OC | 12GB GDDR7, 6144 CUDA, 750W",,,,
"Card màn hình NVIDIA GeForce RTX 5070 INNO3D TWIN X2 OC WHITE OC | 12GB GDDR7, 6144 CUDA, 650W",VGA,NVIDIA,18190000,"Card màn hình NVIDIA GeForce RTX 5070 INNO3D TWIN X2 OC WHITE OC | 12GB GDDR7, 6144 CUDA, 650W",https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,,,,18190000,,,"Card màn hình NVIDIA GeForce RTX 5070 INNO3D TWIN X2 OC WHITE OC | 12GB GDDR7, 6144 CUDA, 650W",,,,
"Card màn hình NVIDIA GeForce RTX 5070 INNO3D TWIN X2 OC | 12GB GDDR7, 6144 CUDA, 650W",VGA,NVIDIA,16490000,"Card màn hình NVIDIA GeForce RTX 5070 INNO3D TWIN X2 OC | 12GB GDDR7, 6144 CUDA, 650W",https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,,,,16490000,,,"Card màn hình NVIDIA GeForce RTX 5070 INNO3D TWIN X2 OC | 12GB GDDR7, 6144 CUDA, 650W",,,,
"Card màn hình NVIDIA GeForce RTX 5070 INNO3D TWIN X2 | 12GB GDDR7, 6144 CUDA, 650W",VGA,NVIDIA,16990000,"Card màn hình NVIDIA GeForce RTX 5070 INNO3D TWIN X2 | 12GB GDDR7, 6144 CUDA, 650W",https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,,,,16990000,,,"Card màn hình NVIDIA GeForce RTX 5070 INNO3D TWIN X2 | 12GB GDDR7, 6144 CUDA, 650W",,,,
